package,protocol,requested,resolved
"dotenv-expand","npm","^11.0.6","11.0.6"
"dset","npm","^3.1.2","3.1.3"
"dtrace-provider","npm","~0.8","0.8.8"
"duplexer","npm","^0.1.1","0.1.2"
"duplexer","npm","^0.1.2","0.1.2"
"duplexer","npm","0.1.1","0.1.1"
"eastasianwidth","npm","^0.2.0","0.2.0"
"ecc-jsbn","npm","~0.1.1","0.1.2"
"ecdsa-sig-formatter","npm","1.0.11","1.0.11"
"ee-first","npm","1.1.1","1.1.1"
"ejs","npm","^3.1.10","3.1.10"
"electron-to-chromium","npm","^1.4.668","1.4.757"
"electron-to-chromium","npm","^1.5.4","1.5.14"
"emittery","npm","^0.13.0","0.13.1"
"emittery","npm","^0.13.1","0.13.1"
"emoji-regex","npm","^8.0.0","8.0.0"
"emoji-regex","npm","^9.2.2","9.2.2"
"emojilib","npm","^2.4.0","2.4.0"
"emojis-list","npm","^3.0.0","3.0.0"
"enabled","npm","2.0.x","2.0.0"
"encodeurl","npm","~1.0.2","1.0.2"
"encodeurl","npm","~2.0.0","2.0.0"
"encoding","npm","^0.1.13","0.1.13"
"encoding-down","npm","^6.3.0","6.3.0"
"end-of-stream","npm","^1.1.0","1.4.4"
"enquirer","npm","^2.3.0","2.4.1"
"enquirer","npm","^2.3.5","2.4.1"
"enquirer","npm","^2.3.6","2.4.1"
"entities","npm","^2.0.0","2.2.0"
"entities","npm","^4.2.0","4.5.0"
"entities","npm","^4.4.0","4.5.0"
"env-paths","npm","^2.2.0","2.2.1"
"envinfo","npm","7.7.4","7.7.4"
"enzyme-shallow-equal","npm","^1.0.0","1.0.7"
"err-code","npm","^2.0.2","2.0.3"
"errno","npm","~0.1.1","0.1.8"
"error-ex","npm","^1.3.1","1.3.2"
"error-stack-parser-es","npm","^0.1.5","0.1.5"
"es-abstract","npm","^1.22.1","1.23.3"
"es-abstract","npm","^1.22.3","1.23.3"
"es-abstract","npm","^1.23.0","1.23.3"
"es-abstract","npm","^1.23.1","1.23.3"
"es-abstract","npm","^1.23.2","1.23.3"
"es-abstract","npm","^1.23.3","1.23.3"
"es-aggregate-error","npm","^1.0.10","1.0.13"
"es-array-method-boxes-properly","npm","^1.0.0","1.0.0"
"es-define-property","npm","^1.0.0","1.0.0"
"es-errors","npm","^1.1.0","1.3.0"
"es-errors","npm","^1.2.1","1.3.0"
"es-errors","npm","^1.3.0","1.3.0"
"es-get-iterator","npm","^1.0.2","1.1.3"
"es-get-iterator","npm","^1.1.3","1.1.3"
"es-iterator-helpers","npm","^1.0.17","1.0.19"
"es-module-lexer","npm","^1.0.5","1.5.2"
"es-module-lexer","npm","^1.5.0","1.5.4"
"es-object-atoms","npm","^1.0.0","1.0.0"
"es-set-tostringtag","npm","^2.0.3","2.0.3"
"es-shim-unscopables","npm","^1.0.0","1.0.2"
"es-shim-unscopables","npm","^1.0.2","1.0.2"
"es-to-primitive","npm","^1.2.1","1.2.1"
"es6-promise","npm","^3.2.1","3.3.1"
"esbuild","npm","^0.18.0","0.18.20"
"esbuild","npm","^0.18.0 || ^0.19.0 || ^0.20.0 || ^0.21.0 || ^0.22.0 || ^0.23.0","0.23.1"
"esbuild","npm","^0.18.10","0.18.20"
"esbuild","npm","^0.18.11","0.18.20"
"esbuild","npm","^0.18.2","0.18.20"
"esbuild","npm","^0.19.2","0.19.12"
"esbuild","npm","^0.20.1","0.20.2"
"esbuild","npm","^0.21.3","0.21.5"
"esbuild-register","npm","^3.5.0","3.5.0"
"escalade","npm","^3.1.1","3.1.2"
"escalade","npm","^3.1.2","3.1.2"
"escape-html","npm","~1.0.3","1.0.3"
"escape-string-regexp","npm","^1.0.2","1.0.5"
"escape-string-regexp","npm","^1.0.5","1.0.5"
"escape-string-regexp","npm","^2.0.0","2.0.0"
"escape-string-regexp","npm","^4.0.0","4.0.0"
"escape-string-regexp","npm","4.0.0","4.0.0"
"escodegen","npm","^1.11.1","1.14.3"
"escodegen","npm","^2.1.0","2.1.0"
"eslint","npm","^7.32.0","7.32.0"
"eslint","npm","^8.23.0","8.57.0"
"eslint","npm","^8.40.0","8.57.1"
"eslint","npm","7.32.0","7.32.0"
"eslint-config-google","npm","^0.14.0","0.14.0"
"eslint-config-prettier","npm","^8.5.0","8.10.0"
"eslint-config-prettier","npm","^8.8.0","8.10.0"
"eslint-plugin-prettier","npm","^4.2.1","4.2.1"
"eslint-plugin-react","npm","^7.31.11","7.34.1"
"eslint-plugin-react-hooks","npm","^4.6.0","4.6.2"
"eslint-plugin-react-refresh","npm","^0.4.5","0.4.6"
"eslint-plugin-storybook","npm","^0.6.12","0.6.15"
"eslint-plugin-unused-imports","npm","^2.0.0","2.0.0"
"eslint-rule-composer","npm","^0.3.0","0.3.0"
"eslint-scope","npm","^5.1.1","5.1.1"
"eslint-scope","npm","^7.2.2","7.2.2"
"eslint-utils","npm","^2.1.0","2.1.0"
"eslint-visitor-keys","npm","^1.1.0","1.3.0"
"eslint-visitor-keys","npm","^1.3.0","1.3.0"
"eslint-visitor-keys","npm","^2.0.0","2.1.0"
"eslint-visitor-keys","npm","^3.3.0","3.4.3"
"eslint-visitor-keys","npm","^3.4.1","3.4.3"
"eslint-visitor-keys","npm","^3.4.3","3.4.3"
"esm","npm","^3.2.25","3.2.25"
"espree","npm","^7.3.0","7.3.1"
"espree","npm","^7.3.1","7.3.1"
"espree","npm","^9.6.0","9.6.1"
"espree","npm","^9.6.1","9.6.1"
"esprima","npm","^4.0.0","4.0.1"
"esprima","npm","^4.0.1","4.0.1"
"esprima","npm","~4.0.0","4.0.1"
"esquery","npm","^1.4.0","1.5.0"
"esquery","npm","^1.4.2","1.5.0"
"esrecurse","npm","^4.3.0","4.3.0"
"estraverse","npm","^4.1.1","4.3.0"
"estraverse","npm","^4.2.0","4.3.0"
"estraverse","npm","^5.1.0","5.3.0"
"estraverse","npm","^5.2.0","5.3.0"
"estraverse","npm","^5.3.0","5.3.0"
"estree-walker","npm","^0.6.1","0.6.1"
"estree-walker","npm","^1.0.1","1.0.1"
"estree-walker","npm","^2.0.1","2.0.2"
"estree-walker","npm","^2.0.2","2.0.2"
"estree-walker","npm","^3.0.3","3.0.3"
"esutils","npm","^2.0.2","2.0.3"
"etag","npm","~1.8.1","1.8.1"
"event-target-shim","npm","^5.0.0","5.0.1"
"eventemitter3","npm","^4.0.4","4.0.7"
"eventemitter3","npm","^5.0.1","5.0.1"
"execa","npm","^4.1.0","4.1.0"
"execa","npm","^5.0.0","5.1.1"
"execa","npm","^5.1.1","5.1.1"
"execa","npm","^7.1.1","7.2.0"
"execa","npm","1.0.0","1.0.0"
"exit","npm","^0.1.2","0.1.2"
"expect","npm","^29.0.0","29.7.0"
"expect","npm","^29.7.0","29.7.0"
"expect-type","npm","^0.20.0","0.20.0"
"expect-type","npm","^1.1.0","1.1.0"
"exponential-backoff","npm","^3.1.1","3.1.1"
"express","npm","^4.17.1","4.19.2"
"express","npm","^4.19.2","4.21.1"
"express","npm","^4.21.0","4.21.0"
"express","npm","4.17.1","4.17.1"
"express-session","npm","^1.17.3","1.18.0"
"extend","npm","^3.0.0","3.0.2"
"extend","npm","~3.0.2","3.0.2"
"extendable-error","npm","^0.1.5","0.1.7"
"external-editor","npm","^3.0.3","3.1.0"
"external-editor","npm","^3.1.0","3.1.0"
"extract-stack","npm","^2.0.0","2.0.0"
"extsprintf","npm","^1.2.0","1.4.1"
"extsprintf","npm","1.3.0","1.3.0"
"faker","npm","^5.5.3","5.5.3"
"fast-deep-equal","npm","^3.1.1","3.1.3"
"fast-deep-equal","npm","^3.1.3","3.1.3"
"fast-diff","npm","^1.1.2","1.3.0"
"fast-glob","npm","^3.2.12","3.3.2"
"fast-glob","npm","^3.2.9","3.3.2"
"fast-glob","npm","^3.3.0","3.3.2"
"fast-json-stable-stringify","npm","^2.0.0","2.1.0"
"fast-json-stable-stringify","npm","^2.1.0","2.1.0"
"fast-json-stable-stringify","npm","2.x","2.1.0"
"fast-levenshtein","npm","^2.0.6","2.0.6"
"fast-levenshtein","npm","~2.0.6","2.0.6"
"fast-safe-stringify","npm","^2.0.7","2.1.1"
"fast-uri","npm","^3.0.1","3.0.1"
"fast-xml-parser","npm","4.2.5","4.2.5"
"fastq","npm","^1.6.0","1.17.1"
"fb-watchman","npm","^2.0.0","2.0.2"
"fbjs","npm","^3.0.0","3.0.5"
"fbjs-css-vars","npm","^1.0.0","1.0.2"
"fdir","npm","6.1.1","6.1.1"
"fecha","npm","^4.2.0","4.2.3"
"fetch-blob","npm","^3.1.2","3.2.0"
"fetch-blob","npm","^3.1.4","3.2.0"
"fetch-event-stream","npm","^0.1.5","0.1.5"
"figlet","npm","^1.5.2","1.7.0"
"figures","npm","^1.0.1","1.7.0"
"figures","npm","^3.0.0","3.2.0"
"file-entry-cache","npm","^6.0.1","6.0.1"
"file-system-cache","npm","2.3.0","2.3.0"
"filelist","npm","^1.0.4","1.0.4"
"filesize","npm","^6.1.0","6.4.0"
"fill-range","npm","^7.0.1","7.0.1"
"finalhandler","npm","~1.1.2","1.1.2"
"finalhandler","npm","1.2.0","1.2.0"
"finalhandler","npm","1.3.1","1.3.1"
"find-cache-dir","npm","^3.0.0","3.3.2"
"find-cache-dir","npm","^3.3.1","3.3.2"
"find-up","npm","^4.0.0","4.1.0"
"find-up","npm","^4.1.0","4.1.0"
"find-up","npm","^5.0.0","5.0.0"
"find-yarn-workspace-root","npm","^2.0.0","2.0.0"
"find-yarn-workspace-root2","npm","1.2.16","1.2.16"
"flat-cache","npm","^3.0.4","3.2.0"
"flatted","npm","^3.2.9","3.3.1"
"fn.name","npm","1.x.x","1.1.0"
"follow-redirects","npm","^1.14.0","1.15.6"
"follow-redirects","npm","^1.14.4","1.15.6"
"follow-redirects","npm","^1.15.6","1.15.6"
"for-each","npm","^0.3.3","0.3.3"
"foreach","npm","^2.0.4","2.0.6"
"foreground-child","npm","^3.1.0","3.1.1"
"forever-agent","npm","~0.6.1","0.6.1"
"form-data","npm","^2.3.1","2.5.1"
"form-data","npm","^4.0.0","4.0.0"
"form-data","npm","~2.3.2","2.3.3"
"formdata-polyfill","npm","^4.0.10","4.0.10"
"formidable","npm","^1.2.0","1.2.6"
"forwarded","npm","0.2.0","0.2.0"
"fraction.js","npm","^4.3.7","4.3.7"
"framer-motion","npm","^11.0.3","11.1.8"
"fresh","npm","0.5.2","0.5.2"
"fs-exists-cached","npm","^1.0.0","1.0.0"
"fs-extra","npm","^10.0.0","10.1.0"
"fs-extra","npm","^11.1.0","11.2.0"
"fs-extra","npm","^11.2.0","11.2.0"
"fs-extra","npm","^7.0.1","7.0.1"
"fs-extra","npm","^8.1","8.1.0"
"fs-extra","npm","^8.1.0","8.1.0"
"fs-extra","npm","^9.0.1","9.1.0"
"fs-extra","npm","~7.0.1","7.0.1"
"fs-extra","npm","11.1.1","11.1.1"
"fs-extra","npm","8.1.0","8.1.0"
"fs-minipass","npm","^2.0.0","2.1.0"
"fs-minipass","npm","^3.0.0","3.0.3"
"fs.realpath","npm","^1.0.0","1.0.0"
"fsevents","npm","^2.3.2","2.3.3"
"fsevents","npm","~2.3.2","2.3.3"
"fsevents","npm","~2.3.3","2.3.3"
"fsevents","patch","fsevents@^2.3.2#~builtin<compat/fsevents>","2.3.3"
"fsevents","patch","fsevents@~2.3.2#~builtin<compat/fsevents>","2.3.3"
"fsevents","patch","fsevents@~2.3.3#~builtin<compat/fsevents>","2.3.3"
"function-bind","npm","^1.1.2","1.1.2"
"function.prototype.name","npm","^1.1.5","1.1.6"
"function.prototype.name","npm","^1.1.6","1.1.6"
"functional-red-black-tree","npm","^1.0.1","1.0.1"
"functions-have-names","npm","^1.2.3","1.2.3"
"generic-names","npm","^4.0.0","4.0.0"
"gensync","npm","^1.0.0-beta.2","1.0.0-beta.2"
"get-caller-file","npm","^2.0.1","2.0.5"
"get-caller-file","npm","^2.0.5","2.0.5"
"get-func-name","npm","^2.0.1","2.0.2"
"get-func-name","npm","^2.0.2","2.0.2"
"get-intrinsic","npm","^1.1.3","1.2.4"
"get-intrinsic","npm","^1.2.1","1.2.4"
"get-intrinsic","npm","^1.2.2","1.2.4"
"get-intrinsic","npm","^1.2.3","1.2.4"
"get-intrinsic","npm","^1.2.4","1.2.4"
"get-nonce","npm","^1.0.0","1.0.1"
"get-own-enumerable-property-symbols","npm","^3.0.0","3.0.2"
"get-package-type","npm","^0.1.0","0.1.0"
"get-port","npm","^5.1.0","5.1.1"
"get-port","npm","^5.1.1","5.1.1"
"get-port-please","npm","^3.0.1","3.1.2"
"get-stream","npm","^4.0.0","4.1.0"
"get-stream","npm","^5.0.0","5.2.0"
"get-stream","npm","^5.1.0","5.2.0"
"get-stream","npm","^6.0.0","6.0.1"
"get-stream","npm","^6.0.1","6.0.1"
"get-symbol-description","npm","^1.0.2","1.0.2"
"getopts","npm","2.3.0","2.3.0"
"getpass","npm","^0.1.1","0.1.7"
"github-slugger","npm","^2.0.0","2.0.0"
"glob","npm","^10.0.0","10.3.12"
"glob","npm","^10.2.2","10.3.12"
"glob","npm","^10.3.10","10.3.12"
"glob","npm","^10.3.7","10.3.12"
"glob","npm","^11.0.0","11.0.0"
"glob","npm","^6.0.1","6.0.4"
"glob","npm","^7.0.5","7.2.3"
"glob","npm","^7.1.1","7.2.3"
"glob","npm","^7.1.3","7.2.3"
"glob","npm","^7.1.4","7.2.3"
"glob","npm","^7.1.6","7.2.3"
"glob","npm","^7.2.0","7.2.3"
"glob","npm","^8.0.3","8.1.0"
"glob","npm","^8.1.0","8.1.0"
"glob","npm","~7.2.0","7.2.3"
"glob-parent","npm","^5.1.2","5.1.2"
"glob-parent","npm","^6.0.2","6.0.2"
"glob-parent","npm","~5.1.2","5.1.2"
"glob-promise","npm","^4.2.0","4.2.2"
"global","npm","^4.4.0","4.4.0"
"globals","npm","^11.1.0","11.12.0"
"globals","npm","^13.19.0","13.24.0"
"globals","npm","^13.6.0","13.24.0"
"globals","npm","^13.9.0","13.24.0"
"globalthis","npm","^1.0.3","1.0.4"
"globalyzer","npm","0.1.0","0.1.0"
"globby","npm","^11.0.0","11.1.0"
"globby","npm","^11.0.1","11.1.0"
"globby","npm","^11.0.3","11.1.0"
"globby","npm","^11.0.4","11.1.0"
"globby","npm","^11.1.0","11.1.0"
"globby","npm","11.1.0","11.1.0"
"globrex","npm","^0.1.2","0.1.2"
"gopd","npm","^1.0.1","1.0.1"
"got","npm","^11.8.6","11.8.6"
"graceful-fs","npm","^4.1.2","4.2.11"
"graceful-fs","npm","^4.1.5","4.2.11"
"graceful-fs","npm","^4.1.6","4.2.11"
"graceful-fs","npm","^4.2.0","4.2.11"
"graceful-fs","npm","^4.2.4","4.2.11"
"graceful-fs","npm","^4.2.6","4.2.11"
"graceful-fs","npm","^4.2.9","4.2.11"
"grapheme-splitter","npm","^1.0.4","1.0.4"
"graphemer","npm","^1.4.0","1.4.0"
"graphql","npm","^16.8.1","16.8.1"
"graphql","npm","^16.9.0","16.9.0"
"graphql-tag","npm","^2.11.0","2.12.6"
"gzip-size","npm","^3.0.0","3.0.0"
"gzip-size","npm","^5.1.1","5.1.1"
"gzip-size","npm","^6.0.0","6.0.0"
"handlebars","npm","^4.7.6","4.7.8"
"handlebars","npm","^4.7.7","4.7.8"
"handlebars","npm","4.7.7","4.7.7"
"har-schema","npm","^2.0.0","2.0.0"
"har-validator","npm","~5.1.0","5.1.5"
"har-validator","npm","~5.1.3","5.1.5"
"hard-rejection","npm","^2.1.0","2.1.0"
"has","npm","^1.0.4","1.0.4"
"has-ansi","npm","^2.0.0","2.0.0"
"has-bigints","npm","^1.0.1","1.0.2"
"has-bigints","npm","^1.0.2","1.0.2"
"has-flag","npm","^3.0.0","3.0.0"
"has-flag","npm","^4.0.0","4.0.0"
"has-property-descriptors","npm","^1.0.0","1.0.2"
"has-property-descriptors","npm","^1.0.2","1.0.2"
"has-proto","npm","^1.0.1","1.0.3"
"has-proto","npm","^1.0.3","1.0.3"
"has-symbols","npm","^1.0.2","1.0.3"
"has-symbols","npm","^1.0.3","1.0.3"
"has-tostringtag","npm","^1.0.0","1.0.2"
"has-tostringtag","npm","^1.0.2","1.0.2"
"hasown","npm","^2.0.0","2.0.2"
"hasown","npm","^2.0.1","2.0.2"
"hasown","npm","^2.0.2","2.0.2"
"hast-util-heading-rank","npm","^3.0.0","3.0.0"
"hast-util-is-element","npm","^3.0.0","3.0.0"
"hast-util-to-string","npm","^3.0.0","3.0.1"
"header-case","npm","^2.0.4","2.0.4"
"headers-polyfill","npm","^4.0.2","4.0.3"
"helpertypes","npm","^0.0.19","0.0.19"
"hosted-git-info","npm","^2.1.4","2.8.9"
"hosted-git-info","npm","^4.0.2","4.1.0"
"html-encoding-sniffer","npm","^1.0.2","1.0.2"
"html-encoding-sniffer","npm","^3.0.0","3.0.0"
"html-escaper","npm","^2.0.0","2.0.2"
"html-parse-stringify","npm","^3.0.1","3.0.1"
"html-tags","npm","^3.1.0","3.3.1"
"http-cache-semantics","npm","^4.0.0","4.1.1"
"http-cache-semantics","npm","^4.1.1","4.1.1"
"http-errors","npm","~1.7.2","1.7.3"
"http-errors","npm","1.7.2","1.7.2"
"http-errors","npm","1.8.0","1.8.0"
"http-errors","npm","2.0.0","2.0.0"
"http-proxy-agent","npm","^5.0.0","5.0.0"
"http-proxy-agent","npm","^7.0.0","7.0.2"
"http-signature","npm","~1.2.0","1.2.0"
"http-status-codes","npm","1.4.0","1.4.0"
"http2-client","npm","^1.2.5","1.3.5"
"http2-wrapper","npm","^1.0.0-beta.5.2","1.0.3"
"https-proxy-agent","npm","^5.0.1","5.0.1"
"https-proxy-agent","npm","^7.0.1","7.0.4"
"https-proxy-agent","npm","^7.0.4","7.0.5"
"human-id","npm","^1.0.2","1.0.2"
"human-signals","npm","^1.1.1","1.1.1"
"human-signals","npm","^2.1.0","2.1.0"
"human-signals","npm","^4.3.0","4.3.1"
"hyperlinker","npm","^1.0.0","1.0.0"
"i18next","npm","23.7.11","23.7.11"
"i18next-browser-languagedetector","npm","7.2.0","7.2.0"
"i18next-http-backend","npm","2.4.2","2.4.2"
"iconv-lite","npm","^0.4.24","0.4.24"
"iconv-lite","npm","^0.6.2","0.6.3"
"iconv-lite","npm","0.4.24","0.4.24"
"iconv-lite","npm","0.6.3","0.6.3"
"icss-replace-symbols","npm","^1.1.0","1.1.0"
"icss-utils","npm","^5.0.0","5.1.0"
"icss-utils","npm","^5.1.0","5.1.0"
"ieee754","npm","^1.1.13","1.2.1"
"ieee754","npm","^1.2.1","1.2.1"
"ignore","npm","^4.0.6","4.0.6"
"ignore","npm","^5.2.0","5.3.1"
"ignore","npm","^5.2.4","5.3.1"
"ignore-by-default","npm","^1.0.1","1.0.1"
"immediate","npm","^3.2.3","3.3.0"
"immediate","npm","~3.2.3","3.2.3"
"immutable","npm","~3.7.6","3.7.6"
"import-cwd","npm","^3.0.0","3.0.0"
"import-fresh","npm","^3.0.0","3.3.0"
"import-fresh","npm","^3.2.1","3.3.0"
"import-fresh","npm","^3.3.0","3.3.0"
"import-from","npm","^3.0.0","3.0.0"
"import-from","npm","4.0.0","4.0.0"
"import-in-the-middle","npm","^1.8.1","1.11.0"
"import-lazy","npm","~4.0.0","4.0.0"
"import-local","npm","^3.0.2","3.1.0"
"imurmurhash","npm","^0.1.4","0.1.4"
"indent-string","npm","^4.0.0","4.0.0"
"inflight","npm","^1.0.4","1.0.6"
"inherits","npm","^2.0.1","2.0.4"
"inherits","npm","^2.0.3","2.0.4"
"inherits","npm","^2.0.4","2.0.4"
"inherits","npm","~2.0.1","2.0.4"
"inherits","npm","~2.0.3","2.0.4"
"inherits","npm","2","2.0.4"
"inherits","npm","2.0.3","2.0.3"
"inherits","npm","2.0.4","2.0.4"
"inquirer","npm","^8.0.0","8.2.6"
"inquirer","npm","^9.2.2","9.3.6"
"integration-tests-api","workspace","integration-tests/api","0.0.0-use.local"
"integration-tests-http","workspace","integration-tests/http","0.0.0-use.local"
"integration-tests-modules","workspace","integration-tests/modules","0.0.0-use.local"
"internal-slot","npm","^1.0.4","1.0.7"
"internal-slot","npm","^1.0.7","1.0.7"
"interpret","npm","^2.2.0","2.2.0"
"intl-messageformat","npm","^10.1.0","10.5.12"
"invariant","npm","^2.2.4","2.2.4"
"ioredis","npm","^5.4.1","5.4.1"
"ip-address","npm","^9.0.5","9.0.5"
"ip-regex","npm","^2.1.0","2.1.0"
"ipaddr.js","npm","1.9.1","1.9.1"
"is-absolute","npm","^1.0.0","1.0.0"
"is-absolute-url","npm","^4.0.0","4.0.1"
"is-arguments","npm","^1.0.4","1.1.1"
"is-arguments","npm","^1.1.1","1.1.1"
"is-array-buffer","npm","^3.0.2","3.0.4"
"is-array-buffer","npm","^3.0.4","3.0.4"
"is-arrayish","npm","^0.2.1","0.2.1"
"is-arrayish","npm","^0.3.1","0.3.2"
"is-async-function","npm","^2.0.0","2.0.0"
"is-bigint","npm","^1.0.1","1.0.4"
"is-binary-path","npm","~2.1.0","2.1.0"
"is-boolean-object","npm","^1.1.0","1.1.2"
"is-buffer","npm","^2.0.5","2.0.5"
"is-builtin-module","npm","^3.2.1","3.2.1"
"is-callable","npm","^1.1.3","1.2.7"
"is-callable","npm","^1.1.4","1.2.7"
"is-callable","npm","^1.2.7","1.2.7"
"is-core-module","npm","^2.13.0","2.13.1"
"is-data-view","npm","^1.0.1","1.0.1"
"is-date-object","npm","^1.0.1","1.0.5"
"is-date-object","npm","^1.0.5","1.0.5"
"is-docker","npm","^2.0.0","2.2.1"
"is-docker","npm","^2.1.1","2.2.1"
"is-docker","npm","^2.2.1","2.2.1"
"is-docker","npm","^3.0.0","3.0.0"
"is-extglob","npm","^1.0.0","1.0.0"
"is-extglob","npm","^2.1.1","2.1.1"
"is-finalizationregistry","npm","^1.0.2","1.0.2"
"is-fullwidth-code-point","npm","^3.0.0","3.0.0"
"is-generator-fn","npm","^2.0.0","2.1.0"
"is-generator-function","npm","^1.0.10","1.0.10"
"is-generator-function","npm","^1.0.7","1.0.10"
"is-glob","npm","^2.0.0","2.0.1"
"is-glob","npm","^4.0.0","4.0.3"
"is-glob","npm","^4.0.1","4.0.3"
"is-glob","npm","^4.0.3","4.0.3"
"is-glob","npm","~4.0.1","4.0.3"
"is-inside-container","npm","^1.0.0","1.0.0"
"is-interactive","npm","^1.0.0","1.0.0"
"is-interactive","npm","^2.0.0","2.0.0"
"is-invalid-path","npm","^0.1.0","0.1.0"
"is-lambda","npm","^1.0.1","1.0.1"
"is-lower-case","npm","^2.0.2","2.0.2"
"is-map","npm","^2.0.2","2.0.3"
"is-map","npm","^2.0.3","2.0.3"
"is-module","npm","^1.0.0","1.0.0"
"is-negative-zero","npm","^2.0.3","2.0.3"
"is-node-process","npm","^1.2.0","1.2.0"
"is-number","npm","^4.0.0","4.0.0"
"is-number","npm","^7.0.0","7.0.0"
"is-number-object","npm","^1.0.4","1.0.7"
"is-obj","npm","^1.0.1","1.0.1"
"is-obj","npm","^2.0.0","2.0.0"
"is-path-cwd","npm","^2.2.0","2.2.0"
"is-path-inside","npm","^3.0.2","3.0.3"
"is-path-inside","npm","^3.0.3","3.0.3"
"is-plain-obj","npm","^1.1.0","1.1.0"
"is-plain-object","npm","5.0.0","5.0.0"
"is-potential-custom-element-name","npm","^1.0.1","1.0.1"
"is-reference","npm","^1.2.1","1.2.1"
"is-regex","npm","^1.1.4","1.1.4"
"is-regexp","npm","^1.0.0","1.0.0"
"is-relative","npm","^1.0.0","1.0.0"
"is-retry-allowed","npm","^2.2.0","2.2.0"
"is-set","npm","^2.0.2","2.0.3"
"is-set","npm","^2.0.3","2.0.3"
"is-shared-array-buffer","npm","^1.0.2","1.0.3"
"is-shared-array-buffer","npm","^1.0.3","1.0.3"
"is-stream","npm","^1.1.0","1.1.0"
"is-stream","npm","^2.0.0","2.0.1"
"is-stream","npm","^3.0.0","3.0.0"
"is-string","npm","^1.0.5","1.0.7"
"is-string","npm","^1.0.7","1.0.7"
"is-subdir","npm","^1.1.1","1.2.0"
"is-symbol","npm","^1.0.2","1.0.4"
"is-symbol","npm","^1.0.3","1.0.4"
"is-typed-array","npm","^1.1.13","1.1.13"
"is-typed-array","npm","^1.1.3","1.1.13"
"is-typedarray","npm","^1.0.0","1.0.0"
"is-typedarray","npm","~1.0.0","1.0.0"
"is-unc-path","npm","^1.0.0","1.0.0"
"is-unicode-supported","npm","^0.1.0","0.1.0"
"is-unicode-supported","npm","^1.1.0","1.3.0"
"is-upper-case","npm","^2.0.2","2.0.2"
"is-valid-path","npm","^0.1.1","0.1.1"
"is-weakmap","npm","^2.0.2","2.0.2"
"is-weakref","npm","^1.0.2","1.0.2"
"is-weakset","npm","^2.0.3","2.0.3"
"is-windows","npm","^1.0.0","1.0.2"
"is-windows","npm","^1.0.1","1.0.2"
"is-wsl","npm","^2.1.1","2.2.0"
"is-wsl","npm","^2.2.0","2.2.0"
"is-wsl","npm","^3.1.0","3.1.0"
"isarray","npm","^2.0.5","2.0.5"
"isarray","npm","~1.0.0","1.0.0"
"isarray","npm","0.0.1","0.0.1"
"isbot","npm","^3.6.13","3.8.0"
"isexe","npm","^2.0.0","2.0.0"
"isexe","npm","^3.1.1","3.1.1"
"isstream","npm","~0.1.2","0.1.2"
"istanbul-lib-coverage","npm","^3.0.0","3.2.2"
"istanbul-lib-coverage","npm","^3.2.0","3.2.2"
"istanbul-lib-instrument","npm","^5.0.4","5.2.1"
"istanbul-lib-instrument","npm","^6.0.0","6.0.2"
"istanbul-lib-report","npm","^3.0.0","3.0.1"
"istanbul-lib-source-maps","npm","^4.0.0","4.0.1"
"istanbul-lib-source-maps","npm","^4.0.1","4.0.1"
"istanbul-reports","npm","^3.1.3","3.1.7"
"istanbul-reports","npm","^3.1.5","3.1.7"
"iterate-iterator","npm","^1.0.1","1.0.2"
"iterate-value","npm","^1.0.2","1.0.2"
"iterator.prototype","npm","^1.1.2","1.1.2"
"jackspeak","npm","^2.3.6","2.3.6"
"jackspeak","npm","^4.0.1","4.0.2"
"jake","npm","^10.8.5","10.9.1"
"jest","npm","^29.1.0","29.7.0"
"jest","npm","^29.7.0","29.7.0"
"jest-changed-files","npm","^29.7.0","29.7.0"
"jest-circus","npm","^29.7.0","29.7.0"
"jest-cli","npm","^29.7.0","29.7.0"
"jest-config","npm","^29.7.0","29.7.0"
"jest-diff","npm","^29.7.0","29.7.0"
"jest-docblock","npm","^29.7.0","29.7.0"
"jest-each","npm","^29.7.0","29.7.0"
"jest-environment-node","npm","^29.7.0","29.7.0"
"jest-get-type","npm","^29.6.3","29.6.3"
"jest-haste-map","npm","^29.7.0","29.7.0"
"jest-leak-detector","npm","^29.7.0","29.7.0"
"jest-matcher-utils","npm","^29.7.0","29.7.0"
"jest-message-util","npm","^29.7.0","29.7.0"
"jest-mock","npm","^29.7.0","29.7.0"
"jest-pnp-resolver","npm","^1.2.2","1.2.3"
"jest-regex-util","npm","^29.6.3","29.6.3"
"jest-resolve","npm","^29.7.0","29.7.0"
"jest-resolve-dependencies","npm","^29.7.0","29.7.0"
"jest-runner","npm","^29.7.0","29.7.0"
"jest-runtime","npm","^29.7.0","29.7.0"
"jest-snapshot","npm","^29.7.0","29.7.0"
"jest-util","npm","^29.0.0","29.7.0"
"jest-util","npm","^29.7.0","29.7.0"
"jest-validate","npm","^29.7.0","29.7.0"
"jest-watcher","npm","^29.7.0","29.7.0"
"jest-worker","npm","^26.2.1","26.6.2"
"jest-worker","npm","^29.7.0","29.7.0"
"jiti","npm","^1.20.0","1.21.0"
"jiti","npm","^1.21.0","1.21.0"
"jju","npm","~1.4.0","1.4.0"
"joi","npm","^17.11.0","17.13.1"
"joycon","npm","^3.0.1","3.1.1"
"joycon","npm","^3.1.1","3.1.1"
